1575068866.405971,2
1575068866.519556,26
1575068866.641215,76
1575068866.751980,100
1575068866.859515,100
1575068866.963007,100
1575068867.066718,100
1575068867.170076,100
1575068867.273687,100
1575068867.377249,99
1575068867.479935,100
1575068867.586199,49
1575068867.689364,51
1575068867.792324,78
1575068867.895945,60
1575068868.001555,70
1575068868.104621,72
1575068868.214303,65
1575068868.319520,69
1575068868.424112,91
1575068868.530934,100
1575068868.634843,93
1575068868.738792,89
1575068868.842749,84
1575068868.946950,43
1575068869.051210,31
1575068869.155209,33
1575068869.259792,32
1575068869.363425,33
1575068869.467459,44
1575068869.570605,44
1575068869.674856,54
1575068869.778832,69
1575068869.883523,60
1575068869.986629,37
1575068870.091689,35
1575068870.194513,35
1575068870.298556,35
1575068870.403718,36
1575068870.507165,36
1575068870.611450,36
1575068870.715722,37
1575068870.820876,37
1575068870.927217,36
1575068871.030404,38
1575068871.134478,49
1575068871.238647,48
1575068871.342255,57
1575068871.445040,66
1575068871.550114,44
1575068871.654639,40
1575068871.758416,46
1575068871.864118,49
1575068871.967458,59
1575068872.071222,68
1575068872.178831,55
1575068872.281921,42
1575068872.384856,47
1575068872.488940,50
1575068872.593211,61
1575068872.696931,72
1575068872.800999,69
1575068872.904431,42
1575068873.007216,41
1575068873.110538,42
1575068873.214927,42
1575068873.321005,42
1575068873.426098,42
1575068873.530736,43
1575068873.634591,43
1575068873.741164,43
1575068873.844913,43
1575068873.948274,44
1575068874.051175,51
1575068874.155431,54
1575068874.259328,64
1575068874.364914,69
1575068874.468533,74
1575068874.572448,59
1575068874.677539,48
1575068874.784793,56
1575068874.887781,55
1575068874.990818,61
1575068875.095785,66
1575068875.200289,74
1575068875.303790,65
1575068875.406512,49
1575068875.509265,57
1575068875.613340,56
1575068875.717386,57
1575068875.821549,67
1575068875.926437,77
1575068876.029663,75
1575068876.132833,49
1575068876.238194,47
1575068876.342828,47
1575068876.446808,48
1575068876.550581,48
1575068876.655435,48
1575068876.758560,49
1575068876.862067,49
1575068876.965920,50
1575068877.069338,49
1575068877.172883,50
1575068877.277676,62
1575068877.383847,61
1575068877.487106,61
1575068877.591289,71
1575068877.703500,73
1575068877.808818,79
1575068877.911437,75
1575068878.013967,54
1575068878.118704,59
1575068878.222612,59
1575068878.327039,62
1575068878.430072,72
1575068878.532948,73
1575068878.637044,81
1575068878.742679,69
1575068878.848090,55
1575068878.951423,54
1575068879.054416,59
1575068879.158253,63
1575068879.261306,74
1575068879.364383,74
1575068879.468446,82
1575068879.572008,73
1575068879.675717,55
1575068879.780076,53
1575068879.883654,54
1575068879.987589,54
1575068880.092062,54
1575068880.196186,54
1575068880.300177,54
1575068880.405064,55
1575068880.508937,55
1575068880.613488,55
1575068880.716347,56
1575068880.822097,62
1575068880.926051,66
1575068881.030717,66
1575068881.133948,76
1575068881.237499,87
1575068881.344206,84
1575068881.458350,59
1575068881.562828,59
1575068881.669176,69
1575068881.772077,68
1575068881.874598,68
1575068881.977331,78
1575068882.080536,90
1575068882.185343,86
1575068882.288456,66
1575068882.391614,61
1575068882.499655,70
1575068882.603298,70
1575068882.707078,69
1575068882.810774,78
1575068882.914671,79
1575068883.017665,87
1575068883.122082,88
1575068883.225054,63
1575068883.328135,61
1575068883.432223,60
1575068883.535322,60
1575068883.638358,60
1575068883.742057,61
1575068883.845120,61
1575068883.948730,61
1575068884.053721,61
1575068884.156859,60
1575068884.260460,61
1575068884.363095,62
1575068884.467117,72
1575068884.573216,72
1575068884.676486,71
1575068884.781529,81
1575068884.885882,81
1575068884.990244,90
1575068885.094140,86
1575068885.197992,65
1575068885.301074,63
1575068885.409538,69
1575068885.513793,72
1575068885.619592,72
1575068885.724148,82
1575068885.830415,87
1575068885.934127,92
1575068886.037375,84
1575068886.140483,66
1575068886.244092,66
1575068886.348404,74
1575068886.454429,74
1575068886.560240,75
1575068886.663576,85
1575068886.774547,85
1575068886.878977,94
1575068886.984289,94
1575068887.088067,69
1575068887.192475,66
1575068887.297780,65
1575068887.401743,66
1575068887.507067,66
1575068887.610401,66
1575068887.715178,66
1575068887.819603,66
1575068887.922511,66
1575068888.026727,67
1575068888.129459,68
1575068888.233772,68
1575068888.339816,74
1575068888.442888,75
1575068888.545689,76
1575068888.652639,86
1575068888.756513,88
1575068888.860768,94
1575068888.964955,94
1575068889.070914,68
1575068889.173525,68
1575068889.279503,67
1575068889.384734,68
1575068889.487520,71
1575068889.590503,70
1575068889.695738,70
