1575068800.620886,0
1575068800.725378,16
1575068800.831425,20
1575068800.936137,19
1575068801.040532,20
1575068801.144952,20
1575068801.249795,20
1575068801.354496,20
1575068801.459043,19
1575068801.562042,20
1575068801.665176,20
1575068801.768321,17
1575068801.872218,20
1575068801.975086,3
1575068802.078720,6
1575068802.181779,4
1575068802.285013,5
1575068802.388620,9
1575068802.492150,6
1575068802.596040,11
1575068802.699965,20
1575068802.803328,20
1575068802.906982,20
1575068803.012300,16
1575068803.120116,6
1575068803.223364,7
1575068803.327154,15
1575068803.430865,20
1575068803.534017,20
1575068803.639267,4
1575068803.744323,5
1575068803.849310,9
1575068803.952483,20
1575068804.056954,20
1575068804.162741,15
1575068804.266649,6
1575068804.369487,7
1575068804.473688,8
1575068804.579937,10
1575068804.685024,10
1575068804.792230,11
1575068804.896270,12
1575068805.000366,13
1575068805.104655,14
1575068805.207610,14
1575068805.312446,15
1575068805.417764,16
1575068805.521460,20
1575068805.625857,19
1575068805.731058,9
1575068805.836377,11
1575068805.939389,9
1575068806.043429,20
1575068806.149410,20
1575068806.253605,11
1575068806.357472,4
1575068806.462515,6
1575068806.567065,8
1575068806.675215,20
1575068806.779461,20
1575068806.883138,10
1575068806.987870,5
1575068807.091312,7
1575068807.196003,9
1575068807.303112,10
1575068807.408219,11
1575068807.513590,12
1575068807.618173,13
1575068807.721898,13
1575068807.828047,14
1575068807.933618,14
1575068808.036798,15
1575068808.139695,15
1575068808.243468,19
1575068808.347671,19
1575068808.450911,14
1575068808.553789,7
1575068808.656777,10
1575068808.761357,11
1575068808.864355,11
1575068808.969797,20
1575068809.074589,20
1575068809.179279,20
1575068809.283328,4
1575068809.386366,6
1575068809.489675,8
1575068809.593680,20
1575068809.699280,20
1575068809.807977,4
1575068809.913927,5
1575068810.017893,6
1575068810.120608,7
1575068810.228726,9
1575068810.333436,10
1575068810.437685,12
1575068810.543592,12
1575068810.648846,14
1575068810.754323,14
1575068810.863138,15
1575068810.965972,16
1575068811.071168,18
1575068811.175577,20
1575068811.280279,15
1575068811.383466,13
1575068811.487987,15
1575068811.593046,16
1575068811.699559,12
1575068811.803247,18
1575068811.907449,12
1575068812.011102,13
1575068812.114497,11
1575068812.218339,20
1575068812.323392,20
1575068812.426821,19
1575068812.530746,6
1575068812.636235,6
1575068812.740649,8
1575068812.844647,9
1575068812.947536,10
1575068813.051582,11
1575068813.155602,12
1575068813.260358,13
1575068813.365240,14
1575068813.469203,14
1575068813.574287,20
1575068813.679143,20
1575068813.784828,13
1575068813.889965,12
1575068813.995988,14
1575068814.105317,16
1575068814.209585,17
1575068814.314773,20
1575068814.421559,20
1575068814.526039,19
1575068814.629100,9
1575068814.732278,17
1575068814.835406,20
1575068814.938348,11
1575068815.042300,5
1575068815.146442,7
1575068815.250144,8
1575068815.367215,9
1575068815.471489,10
1575068815.575823,11
1575068815.679611,12
1575068815.784187,13
1575068815.887210,13
1575068815.990682,14
1575068816.095359,15
1575068816.201610,16
1575068816.305140,19
1575068816.410170,20
1575068816.513347,20
1575068816.618627,17
1575068816.727216,12
1575068816.830851,13
1575068816.936754,15
1575068817.045026,16
1575068817.148295,17
1575068817.254079,14
1575068817.358627,20
1575068817.463811,20
1575068817.570087,12
1575068817.678119,15
1575068817.784199,15
1575068817.888103,20
1575068817.991761,20
1575068818.099141,20
1575068818.204290,5
1575068818.310159,6
1575068818.421074,7
1575068818.529937,8
1575068818.634957,10
1575068818.739732,10
1575068818.842944,11
1575068818.947369,12
1575068819.050686,13
1575068819.154033,14
1575068819.258832,13
1575068819.363213,14
1575068819.470893,15
1575068819.575152,18
1575068819.681292,20
1575068819.785586,18
1575068819.890032,7
1575068819.994051,9
1575068820.099095,11
1575068820.201768,10
1575068820.305791,20
1575068820.410556,20
1575068820.513550,20
1575068820.618026,20
1575068820.721728,4
1575068820.825080,6
1575068820.928928,7
1575068821.033184,11
1575068821.136768,9
1575068821.240757,10
1575068821.344596,11
1575068821.449032,12
1575068821.551963,13
1575068821.654864,14
1575068821.758898,15
1575068821.862133,16
1575068821.965166,17
1575068822.068546,18
1575068822.173074,20
1575068822.277281,20
1575068822.380274,20
1575068822.483845,13
1575068822.588775,14
1575068822.691986,15
1575068822.795293,15
1575068822.899686,17
1575068823.002657,18
1575068823.107360,20
1575068823.211820,20
1575068823.315341,15
1575068823.418955,7
1575068823.523245,9
1575068823.626237,11
1575068823.729889,17
1575068823.835412,20
1575068823.941061,18
1575068824.045200,4
1575068824.150531,6
1575068824.254883,8
1575068824.357951,8
1575068824.461707,10
1575068824.566695,11
1575068824.670882,11
1575068824.776215,12
1575068824.883205,13
1575068824.991973,14
1575068825.096714,15
1575068825.200434,14
1575068825.305134,20
1575068825.407795,20
1575068825.511520,19
1575068825.616217,7
1575068825.722812,9
1575068825.826595,11
1575068825.929160,9
1575068826.033184,20
1575068826.136871,20
1575068826.240892,4
1575068826.349484,7
1575068826.453994,10
1575068826.559075,20
1575068826.662462,20
1575068826.768778,4
1575068826.873305,5
1575068826.979061,8
1575068827.081784,9
1575068827.189281,10
1575068827.293508,11
1575068827.399016,12
1575068827.503193,12
1575068827.610086,13
1575068827.714215,13
1575068827.817157,14
1575068827.921522,15
1575068828.025182,16
1575068828.128346,19
1575068828.231279,19
1575068828.335220,12
1575068828.440271,10
1575068828.544124,12
1575068828.647073,18
1575068828.749918,20
1575068828.852921,20
1575068828.956537,4
1575068829.059975,6
1575068829.164112,11
1575068829.267257,20
1575068829.374620,20
1575068829.481208,8
1575068829.585116,4
1575068829.688335,6
1575068829.793440,8
1575068829.897340,9
1575068830.000819,10
1575068830.104115,11
1575068830.207275,12
1575068830.310966,12
1575068830.417050,13
1575068830.521921,14
1575068830.626977,16
1575068830.732621,16
1575068830.843479,19
1575068830.954189,20
1575068831.071283,11
1575068831.179062,9
1575068831.283813,10
1575068831.388244,12
1575068831.492203,20
1575068831.595933,20
1575068831.700882,19
1575068831.804127,4
1575068831.907165,5
1575068832.010986,6
1575068832.115465,18
1575068832.219377,20
1575068832.327673,20
1575068832.430763,4
1575068832.534551,7
1575068832.639436,8
1575068832.742679,9
1575068832.846552,10
1575068832.950127,11
1575068833.056323,11
1575068833.161493,12
1575068833.266597,14
1575068833.371621,14
1575068833.477568,14
1575068833.582636,16
1575068833.686999,17
1575068833.791315,20
1575068833.894550,19
1575068833.998124,9
1575068834.101586,10
1575068834.216581,14
1575068834.333913,19
1575068834.439828,20
1575068834.551592,14
1575068834.658705,20
1575068834.762522,19
1575068834.870672,3
1575068834.975169,5
1575068835.079326,7
1575068835.182665,8
1575068835.287170,9
1575068835.393104,10
1575068835.495808,11
1575068835.599202,12
1575068835.703210,13
1575068835.809552,14
1575068835.913462,14
1575068836.016885,15
1575068836.122730,20
1575068836.227512,20
1575068836.332288,18
1575068836.435862,11
1575068836.539307,12
1575068836.644391,14
1575068836.747602,14
1575068836.851721,19
1575068836.955410,13
1575068837.058533,20
1575068837.164587,13
1575068837.268499,14
1575068837.371969,16
1575068837.475682,18
1575068837.579006,20
1575068837.682219,20
1575068837.785531,12
1575068837.888682,6
1575068837.992296,8
1575068838.097925,10
1575068838.201766,10
1575068838.311125,11
1575068838.419636,12
1575068838.523202,12
1575068838.626725,12
1575068838.732581,13
1575068838.837914,14
1575068838.942772,15
1575068839.048977,15
1575068839.152486,19
1575068839.258970,20
1575068839.369632,15
1575068839.473024,7
1575068839.576238,9
1575068839.682087,11
1575068839.785385,12
1575068839.888670,8
1575068839.993998,20
1575068840.097230,14
1575068840.200627,12
1575068840.304155,13
1575068840.408031,20
1575068840.511479,20
1575068840.617906,20
1575068840.722620,6
1575068840.827118,8
1575068840.931689,15
1575068841.034757,10
1575068841.138768,11
1575068841.241575,12
1575068841.346296,13
1575068841.450637,14
1575068841.554949,14
1575068841.658616,15
1575068841.761863,16
1575068841.869262,16
1575068841.975189,18
1575068842.079621,19
1575068842.184797,8
1575068842.292359,8
1575068842.396046,10
1575068842.503699,8
1575068842.609194,20
1575068842.712892,20
1575068842.817185,9
1575068842.921125,4
1575068843.027344,6
1575068843.131259,14
1575068843.238912,20
1575068843.343716,20
1575068843.448908,5
1575068843.553015,7
1575068843.657282,8
1575068843.761541,9
1575068843.866620,10
1575068843.972225,11
1575068844.075450,12
1575068844.178871,13
1575068844.282444,13
1575068844.385593,14
1575068844.488538,15
1575068844.592070,15
1575068844.696277,16
1575068844.799361,20
1575068844.905444,20
1575068845.012471,13
1575068845.116308,15
1575068845.218991,17
1575068845.324596,17
1575068845.431744,15
1575068845.536619,20
1575068845.640978,18
1575068845.744906,20
